Route,Location,URL,"Avg Stars","Your Stars","Route Type",Rating,Pitches,Length,"Area Latitude","Area Longitude"
Bummer,"Sunnyside Bench > E. Yosemite Falls Area > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/105879421/bummer,2.8,-1,"Trad, TR",5.10c,1,80,37.7507,-119.59446
"Grant's Crack","A. Swan Slab > E. Yosemite Falls Area > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/105841126/grants-crack,2.7,-1,"Trad, TR",5.9,1,60,37.74499,-119.5999
"The Caverns","First Tier > Five Open Books > E. Yosemite Falls Area > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/105998060/the-caverns,2.7,-1,Trad,5.8,4,400,37.74798,-119.59857
"La Cosita, Left","Little John and La Cosita > Southwest Base > 1. Base Routes > B. El Capitan > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/105877771/la-cosita-left,2.7,-1,Trad,5.7,1,,37.72953,-119.63752
"Church Bowl Tree","G. Church Bowl > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/105915141/church-bowl-tree,2.7,-1,Trad,5.10-,1,60,37.74908,-119.58015
"Peruvian Flake","Western Royal Arches > Royal Arches > H. Royal Arches Area > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/105879418/peruvian-flake,2.7,-1,Trad,5.10a,1,105,37.74873,-119.57265
"Church Bowl Lieback","G. Church Bowl > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/105872323/church-bowl-lieback,2.7,-1,Trad,5.8,1,120,37.74908,-119.58015
"C.S. Concerto","5. Manure Pile Buttress (aka Ranger Rock) > C. El Cap Picnic Area (Eagle Creek) > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/107374627/cs-concerto,2.7,-1,Trad,5.8,4,400,37.73059,-119.619
"Ten Years After","Lower Falls Amphitheater > E. Yosemite Falls Area > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/105874724/ten-years-after,3.4,-1,Trad,5.10d,1,80,37.75124,-119.59748
"Triple Direct","2. Southwest Face > B. El Capitan > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/106141505/triple-direct,3.6,-1,"Trad, Aid","5.9 C2",30,3200,37.73051,-119.63828
Energizer,"G. Church Bowl > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/105894981/energizer,3.0,-1,Sport,5.11b,1,80,37.74908,-119.58015
"Aid Route","A. Swan Slab > E. Yosemite Falls Area > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/105938230/aid-route,2.6,-1,Trad,5.11b,2,,37.74499,-119.5999
"Doggie Deviations","5. Camp 4 Wall > D. Camp 4 Area > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/105949939/doggie-deviations,2.9,-1,Trad,5.9,1,95,37.74268,-119.60709
"Little John, Left","Little John and La Cosita > Southwest Base > 1. Base Routes > B. El Capitan > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/106751817/little-john-left,2.5,-1,Trad,5.8,1,70,37.72953,-119.63752
"Haley's Comet","5. Manure Pile Buttress (aka Ranger Rock) > C. El Cap Picnic Area (Eagle Creek) > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/105874742/haleys-comet,2.5,-1,Trad,"5.10a PG13",1,65,37.73059,-119.619
"Unnamed Thin Crack","A. Swan Slab > E. Yosemite Falls Area > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/105998963/unnamed-thin-crack,2.5,-1,TR,5.10a,1,80,37.74499,-119.5999
Lemon,"Sunnyside Bench > E. Yosemite Falls Area > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/105943342/lemon,2.5,-1,Trad,5.9,1,40,37.7507,-119.59446
"The Good Book","4. The Folly > D. Camp 4 Area > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/105865214/the-good-book,3.9,-1,Trad,5.10d,5,,37.74177,-119.60763
"Just Do-do It","5. Manure Pile Buttress (aka Ranger Rock) > C. El Cap Picnic Area (Eagle Creek) > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/106000331/just-do-do-it,2.5,-1,Trad,5.10a,1,60,37.73059,-119.619
Revival,"G. Church Bowl > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/105874717/revival,2.4,-1,Trad,5.10a,1,120,37.74908,-119.58015
Mescalito,"3. Southeast Face > B. El Capitan > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/105996954/mescalito,3.8,-1,"Trad, Aid","5.9+ A3",26,2800,37.72954,-119.63438
"Claude's Delight","A. Swan Slab > E. Yosemite Falls Area > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/106653590/claudes-delight,2.4,-1,Trad,5.7,2,150,37.74499,-119.5999
"Penelope's Problem","A. Swan Slab > E. Yosemite Falls Area > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/105996559/penelopes-problem,2.4,-1,Trad,5.7,1,80,37.74499,-119.5999
"Church Bowl Chimney","G. Church Bowl > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/105892239/church-bowl-chimney,2.2,-1,Trad,5.7,1,50,37.74908,-119.58015
"Pole Position","G. Church Bowl > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/105874706/pole-position,2.2,-1,Trad,5.10a,1,110,37.74908,-119.58015
"Uncle Fanny","G. Church Bowl > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/105874700/uncle-fanny,2.1,-1,Trad,5.7,1,,37.74908,-119.58015
"Black is Brown","G. Church Bowl > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/105874694/black-is-brown,1.8,-1,Trad,5.9,1,145,37.74908,-119.58015
"Penthouse Cracks","A. Swan Slab > E. Yosemite Falls Area > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/105958415/penthouse-cracks,2.1,-1,"Trad, TR",5.10,1,18,37.74499,-119.5999
"Lost Arrow Spire Direct","Lost Arrow Spire > E. Yosemite Falls Area > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/107313025/lost-arrow-spire-direct,3.8,-1,"Trad, Aid","5.8 C2",16,1400,37.75604,-119.5941
"Y Crack","Central Royal Arches > Royal Arches > H. Royal Arches Area > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/105939229/y-crack,2.7,-1,Trad,5.10a,1,120,37.74724,-119.57128
Seamilicious,"A. Swan Slab > E. Yosemite Falls Area > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/105998969/seamilicious,2.2,-1,TR,5.10c/d,1,80,37.74499,-119.5999
"The Silent Line","5. Ribbon Falls Amphitheater > A. Ribbon Falls Area > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/106770458/the-silent-line,3.4,-1,"Trad, Aid","5.10 C1",8,1000,37.73456,-119.64807
"Skull Queen","I. Washington Column > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/105863412/skull-queen,3.1,-1,"Trad, Aid","5.8 C2",12,1200,37.74778,-119.559
"Muir Wall","2. Southwest Face > B. El Capitan > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/105924815/muir-wall,3.8,-1,"Trad, Aid","5.10 A2+",33,2900,37.73051,-119.63828
"Mark of Art","The Slack to West Buttress > Southwest Base > 1. Base Routes > B. El Capitan > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/106088058/mark-of-art,3.6,-1,Trad,5.11a,1,150,37.73009,-119.63786
"Jump for Joy","5. Manure Pile Buttress (aka Ranger Rock) > C. El Cap Picnic Area (Eagle Creek) > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/105866381/jump-for-joy,2.3,-1,"Trad, TR","5.9 R",1,70,37.73059,-119.619
"Short But Thin","The Slack to West Buttress > Southwest Base > 1. Base Routes > B. El Capitan > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/106284793/short-but-thin,2.6,-1,Trad,5.11b,1,40,37.73009,-119.63786
"Freestone (Geek Towers, Left)","Yosemite Falls Wall > E. Yosemite Falls Area > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/111733999/freestone-geek-towers-left,4.0,-1,Trad,5.11c,8,800,37.75604,-119.59553
"Commissioner Buttress","5. Manure Pile Buttress (aka Ranger Rock) > C. El Cap Picnic Area (Eagle Creek) > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/107065849/commissioner-buttress,2.7,-1,Trad,5.9+,5,450,37.73059,-119.619
"Pin Scar Seams","A. Swan Slab > E. Yosemite Falls Area > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/106281528/pin-scar-seams,2.1,-1,Trad,5.8-,1,50,37.74499,-119.5999
"Bitches' Terror","G. Church Bowl > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/106687757/bitches-terror,3.1,-1,Sport,5.11a,1,80,37.74908,-119.58015
"Hardly Pinnacle","Little John and La Cosita > Southwest Base > 1. Base Routes > B. El Capitan > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/106651512/hardly-pinnacle,3.6,-1,Trad,5.10d,1,80,37.72953,-119.63752
"Arches Terrace Direct","Eastern Royal Arches > Royal Arches > H. Royal Arches Area > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/106760957/arches-terrace-direct,3.2,-1,Trad,5.11a,6,700,37.74702,-119.56893
"Demon's Delight","1. Schultz's Ridge > C. El Cap Picnic Area (Eagle Creek) > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/105862904/demons-delight,3.6,-1,Trad,"5.11a PG13",4,,37.72843,-119.62458
"South Face","N. Mount Watkins > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/110179339/south-face,3.8,-1,"Trad, Aid","5.9 C2+ PG13",18,2200,37.78289,-119.51727
"New Suede Shoes","1. Schultz's Ridge > C. El Cap Picnic Area (Eagle Creek) > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/107095306/new-suede-shoes,2.6,-1,Sport,5.10c,1,70,37.72843,-119.62458
"Book of Revelation","G. Church Bowl > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/105915273/book-of-revelation,2.6,-1,Trad,5.10d,1,80,37.74908,-119.58015
"Annie's Arete","Lower Falls Amphitheater > E. Yosemite Falls Area > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/111096880/annies-arete,2.7,-1,Trad,5.10a,1,60,37.75124,-119.59748
"Henley Quits","5. Camp 4 Wall > D. Camp 4 Area > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/105945935/henley-quits,3.3,-1,Trad,5.10,1,150,37.74268,-119.60709
"Via Aqua","Upper Falls Trail and Columbia Point > E. Yosemite Falls Area > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/117972057/via-aqua,3.4,-1,Trad,5.8,4,500,37.74697,-119.60275
"Church Bowl Terrace","G. Church Bowl > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/105892254/church-bowl-terrace,2.7,-1,Trad,5.8,1,,37.74908,-119.58015
"South Seas","3. Southeast Face > B. El Capitan > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/112196417/south-seas,4.0,-1,"Trad, Aid","5.9 A3+",23,2500,37.72954,-119.63438
"Tribal Rite","3. Southeast Face > B. El Capitan > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/112555626/tribal-rite,4.0,-1,"Trad, Aid","5.8 A3+",29,3000,37.72954,-119.63438
"Tenaya's Tears","Western Royal Arches > Royal Arches > H. Royal Arches Area > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/116367121/tenayas-tears,3.4,-1,Trad,"5.10c PG13",7,600,37.74873,-119.57265
"Royal Arches Alt. Start - Crack","Central Royal Arches > Royal Arches > H. Royal Arches Area > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/107962082/royal-arches-alt-start-crack,2.0,-1,Trad,5.7,1,140,37.74724,-119.57128
Sunkist,"2. Southwest Face > B. El Capitan > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/120725764/sunkist,4.0,-1,"Trad, Aid","5.8 A3+",30,2900,37.73051,-119.63828
"Teabag Wisdom","N. Mount Watkins > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/114797819/teabag-wisdom,4.0,-1,Trad,5.11a,9,1350,37.78289,-119.51727
"Jolly Rodger","2. Southwest Face > B. El Capitan > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/120858759/jolly-rodger,4.0,-1,"Trad, Aid","5.10+ A4+ R",23,2800,37.73051,-119.63828
"Bad Ass Momma","Royal Arches Boulder Cracks > H. Royal Arches Area > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/107095406/bad-ass-momma,3.8,-1,"Trad, TR",5.11d,1,35,37.74499,-119.56484
1096,"Eastern Royal Arches > Royal Arches > H. Royal Arches Area > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/105993699/1096,3.4,-1,Trad,5.10d,1,60,37.74702,-119.56893
"Mid-Life Crisis","Eastern Royal Arches > Royal Arches > H. Royal Arches Area > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/107872293/mid-life-crisis,3.6,-1,Trad,5.10b,4,600,37.74702,-119.56893
"Doggie Do","5. Camp 4 Wall > D. Camp 4 Area > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/105984940/doggie-do,2.2,-1,"Trad, TR",5.10a,1,40,37.74268,-119.60709
"Are You Hard Enough?","1. Schultz's Ridge > C. El Cap Picnic Area (Eagle Creek) > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/107095337/are-you-hard-enough,2.9,-1,Sport,5.10d,1,90,37.72843,-119.62458
"Hanging Teeth","First Tier > Five Open Books > E. Yosemite Falls Area > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/106770322/hanging-teeth,2.3,-1,Trad,5.8,4,400,37.74798,-119.59857
"Pacific Ocean Wall","3. Southeast Face > B. El Capitan > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/122154623/pacific-ocean-wall,4.0,-1,"Trad, Aid","5.9 A3+ R",28,2800,37.72954,-119.63438
"Scorched Earth","3. Southeast Face > B. El Capitan > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/107093819/scorched-earth,4.0,-1,"Trad, Aid","5.8 A4 PG13",15,1800,37.72954,-119.63438
"West Buttress","2. Southwest Face > B. El Capitan > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/121681353/west-buttress,4.0,-1,"Trad, Aid","5.9 A3",21,2100,37.73051,-119.63828
"Poker Face","Central Royal Arches > Royal Arches > H. Royal Arches Area > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/106533061/poker-face,2.6,-1,Sport,5.10b,1,116,37.74724,-119.57128
"Random Blessings","4. Slab Happy Pinnacle > C. El Cap Picnic Area (Eagle Creek) > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/110245159/random-blessings,4.0,-1,Trad,"5.10d PG13",8,900,37.73113,-119.62451
"The Silent Freeway","4. Slab Happy Pinnacle > C. El Cap Picnic Area (Eagle Creek) > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/106789141/the-silent-freeway,4.0,-1,Trad,5.10d,1,140,37.73113,-119.62451
"The Cobra","Central Royal Arches > Royal Arches > H. Royal Arches Area > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/121524822/the-cobra,4.0,-1,Trad,"5.11a R",8,,37.74724,-119.57128
